,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID,Unnamed: 6
210,11/10/2566 BE 17:41:48, -85, -95, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
211,11/10/2566 BE 17:41:32, -85, -95, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
212,11/10/2566 BE 17:41:20, -80, -93, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
213,11/10/2566 BE 17:41:07, -80, -93, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
214,11/10/2566 BE 17:40:54, -82, -91, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
215,11/10/2566 BE 17:40:41, -83, -89, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
216,11/10/2566 BE 17:40:28, -83, -89, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
217,11/10/2566 BE 17:40:16, -80, -93, 52, Open, ac,UNSW Guest ,44-AD-D9-60-BE-D4,
218,11/10/2566 BE 17:25:07, -71, -81, 11, WPA2-Personal, b/g/n,AT_401_RAC_056905_WW_e434 ,DE-03-98-9F-E4-34,
219,11/10/2566 BE 17:24:55, -71, -81, 11, WPA2-Personal, b/g/n,AT_401_RAC_056905_WW_e434 ,DE-03-98-9F-E4-34,
220,11/10/2566 BE 17:24:42, -71, -81, 11, WPA2-Personal, b/g/n,AT_401_RAC_056905_WW_e434 ,DE-03-98-9F-E4-34,
221,11/10/2566 BE 17:24:16, -81, -81, 11, WPA2-Personal, b/g/n,AT_401_RAC_056905_WW_e434 ,DE-03-98-9F-E4-34,
222,11/10/2566 BE 17:23:47, -82, -78, 11, WPA2-Personal, b/g/n,AT_401_RAC_056905_WW_e434 ,DE-03-98-9F-E4-34,
223,11/10/2566 BE 17:18:55, -88, -97, 40, Open, ac,UNSW Guest ,58-AC-78-5E-73-3C,
224,11/10/2566 BE 17:18:42, -88, -97, 40, Open, ac,UNSW Guest ,58-AC-78-5E-73-3C,
225,11/10/2566 BE 17:18:29, -88, -97, 40, Open, ac,UNSW Guest ,58-AC-78-5E-73-3C,
226,11/10/2566 BE 17:40:41, -86, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
227,11/10/2566 BE 17:40:28, -86, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
228,11/10/2566 BE 17:40:16, -89, -96, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
229,11/10/2566 BE 17:40:03, -89, -96, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
230,11/10/2566 BE 17:31:04, -89, -90, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
231,11/10/2566 BE 17:30:51, -89, -90, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
232,11/10/2566 BE 17:30:38, -89, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
233,11/10/2566 BE 17:30:24, -89, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
234,11/10/2566 BE 17:30:11, -88, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
235,11/10/2566 BE 17:29:58, -87, -92, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
236,11/10/2566 BE 17:29:45, -87, -92, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
237,11/10/2566 BE 17:29:32, -87, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
238,11/10/2566 BE 17:29:19, -86, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
239,11/10/2566 BE 17:29:06, -88, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
240,11/10/2566 BE 17:28:56, -87, -92, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
241,11/10/2566 BE 17:28:43, -89, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
242,11/10/2566 BE 17:27:41, -81, -91, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
243,11/10/2566 BE 17:27:28, -81, -91, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
244,11/10/2566 BE 17:27:15, -81, -91, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
245,11/10/2566 BE 17:26:11, -80, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
246,11/10/2566 BE 17:25:58, -80, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
247,11/10/2566 BE 17:25:46, -80, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
248,11/10/2566 BE 17:25:33, -80, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
249,11/10/2566 BE 17:25:20, -66, -92, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
250,11/10/2566 BE 17:25:07, -74, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
251,11/10/2566 BE 17:24:55, -72, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
252,11/10/2566 BE 17:24:42, -76, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
253,11/10/2566 BE 17:24:29, -80, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
254,11/10/2566 BE 17:24:16, -86, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
255,11/10/2566 BE 17:22:43, -86, -96, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
256,11/10/2566 BE 17:22:00, -91, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
257,11/10/2566 BE 17:21:11, -87, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
258,11/10/2566 BE 17:20:58, -85, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
259,11/10/2566 BE 17:20:46, -86, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
260,11/10/2566 BE 17:20:34, -85, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
261,11/10/2566 BE 17:20:21, -83, -93, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
262,11/10/2566 BE 17:20:09, -90, -95, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
263,11/10/2566 BE 17:19:57, -91, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
264,11/10/2566 BE 17:19:44, -91, -94, 52, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-3E-60-C7,
265,11/10/2566 BE 17:18:14, -70, -89, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
266,11/10/2566 BE 17:18:01, -70, -89, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
267,11/10/2566 BE 17:17:48, -72, -86, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
268,11/10/2566 BE 17:17:35, -72, -86, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
269,11/10/2566 BE 17:15:43, -79, -84, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
270,11/10/2566 BE 17:15:31, -79, -84, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
271,11/10/2566 BE 17:15:18, -79, -84, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B4-92-51,
272,11/10/2566 BE 17:16:09, -92, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-BF-2A,
273,11/10/2566 BE 17:15:56, -92, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-BF-2A,
274,11/10/2566 BE 17:15:43, -93, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-BF-2A,
275,11/10/2566 BE 17:15:31, -93, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-BF-2A,
276,11/10/2566 BE 17:17:35, -93, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
277,11/10/2566 BE 17:17:22, -93, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
278,11/10/2566 BE 17:17:10, -93, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
279,11/10/2566 BE 17:16:57, -83, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
280,11/10/2566 BE 17:16:44, -83, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
281,11/10/2566 BE 17:16:34, -85, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
282,11/10/2566 BE 17:16:21, -85, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
283,11/10/2566 BE 17:16:09, -85, -95, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
284,11/10/2566 BE 17:15:56, -81, -96, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
285,11/10/2566 BE 17:15:43, -81, -96, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
286,11/10/2566 BE 17:15:31, -89, -96, 112, WPA2-Enterprise, ac,eduroam ,A0-0F-37-4C-93-2F,
287,11/10/2566 BE 17:19:20, -84, -89, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-CD-73,
288,11/10/2566 BE 17:19:07, -84, -89, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-CD-73,
289,11/10/2566 BE 17:18:55, -84, -89, 6, Open, g/n,UNSW Guest ,08-CC-68-B5-CD-73,
290,11/10/2566 BE 17:33:58, -82, -91, 36, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-3E-5A-8E,
291,11/10/2566 BE 17:33:46, -82, -91, 36, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-3E-5A-8E,
292,11/10/2566 BE 17:33:33, -82, -91, 36, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-3E-5A-8E,
293,11/10/2566 BE 17:42:39, -76, -79, 11, WPA2-Personal, b/g/n,FRNSW_VaaN_Guest ,0A-F0-21-9F-24-AD,
294,11/10/2566 BE 17:39:51, -90, -92, 48, WPA2-Enterprise, ac,Global_Students ,58-97-1E-56-47-93,
295,11/10/2566 BE 17:39:38, -90, -92, 48, WPA2-Enterprise, ac,Global_Students ,58-97-1E-56-47-93,
296,11/10/2566 BE 17:39:24, -90, -92, 48, WPA2-Enterprise, ac,Global_Students ,58-97-1E-56-47-93,
297,11/10/2566 BE 17:40:41, -68, -79, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
298,11/10/2566 BE 17:40:28, -68, -79, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
299,11/10/2566 BE 17:31:29, -63, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
300,11/10/2566 BE 17:31:16, -63, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
301,11/10/2566 BE 17:31:04, -63, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
302,11/10/2566 BE 17:30:24, -74, -84, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
303,11/10/2566 BE 17:30:11, -74, -84, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
304,11/10/2566 BE 17:29:58, -74, -84, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
305,11/10/2566 BE 17:29:32, -76, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
306,11/10/2566 BE 17:29:19, -76, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
307,11/10/2566 BE 17:29:06, -76, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
308,11/10/2566 BE 17:28:43, -71, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
309,11/10/2566 BE 17:28:32, -71, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
310,11/10/2566 BE 17:28:19, -64, -80, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
311,11/10/2566 BE 17:28:06, -64, -80, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
312,11/10/2566 BE 17:27:53, -64, -80, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
313,11/10/2566 BE 17:27:41, -58, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
314,11/10/2566 BE 17:27:28, -67, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
315,11/10/2566 BE 17:27:15, -67, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
316,11/10/2566 BE 17:27:02, -67, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
317,11/10/2566 BE 17:26:23, -77, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
318,11/10/2566 BE 17:26:11, -77, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
319,11/10/2566 BE 17:25:58, -77, -81, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
320,11/10/2566 BE 17:22:43, -64, -80, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
321,11/10/2566 BE 17:22:00, -63, -83, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
322,11/10/2566 BE 17:21:11, -53, -79, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
323,11/10/2566 BE 17:20:58, -55, -79, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
324,11/10/2566 BE 17:20:46, -56, -78, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
325,11/10/2566 BE 17:20:34, -56, -78, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
326,11/10/2566 BE 17:20:21, -51, -84, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
327,11/10/2566 BE 17:20:09, -51, -84, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
328,11/10/2566 BE 17:19:57, -56, -82, 1, WPA2-Enterprise, g/n,uniwide ,A8-9D-21-5C-C2-F1,
329,11/10/2566 BE 17:16:09, -83, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-A6-7C,
330,11/10/2566 BE 17:15:56, -83, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-A6-7C,
331,11/10/2566 BE 17:15:43, -77, -96, 64, Open, ac,UNSW Guest ,08-CC-68-B4-A6-7C,
332,11/10/2566 BE 17:15:31, -89, -95, 64, Open, ac,UNSW Guest ,08-CC-68-B4-A6-7C,
333,11/10/2566 BE 17:36:21, -88, -93, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
334,11/10/2566 BE 17:36:08, -88, -93, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
335,11/10/2566 BE 17:35:28, -85, -96, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
336,11/10/2566 BE 17:35:16, -85, -96, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
337,11/10/2566 BE 17:35:03, -91, -95, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
338,11/10/2566 BE 17:34:50, -86, -96, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
339,11/10/2566 BE 17:34:37, -83, -95, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
340,11/10/2566 BE 17:33:58, -89, -91, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
341,11/10/2566 BE 17:33:46, -89, -91, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
342,11/10/2566 BE 17:33:33, -89, -91, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
343,11/10/2566 BE 17:33:20, -88, -92, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
344,11/10/2566 BE 17:33:08, -88, -92, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
345,11/10/2566 BE 17:32:55, -88, -92, 64, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-96-DC,
346,11/10/2566 BE 17:36:21, -77, -87, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
347,11/10/2566 BE 17:36:08, -77, -87, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
348,11/10/2566 BE 17:35:54, -77, -87, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
349,11/10/2566 BE 17:35:41, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
350,11/10/2566 BE 17:35:28, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
351,11/10/2566 BE 17:35:16, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
352,11/10/2566 BE 17:35:03, -79, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
353,11/10/2566 BE 17:34:50, -82, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
354,11/10/2566 BE 17:34:37, -80, -84, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
355,11/10/2566 BE 17:34:24, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
356,11/10/2566 BE 17:34:11, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
357,11/10/2566 BE 17:33:58, -82, -88, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
358,11/10/2566 BE 17:33:46, -75, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
359,11/10/2566 BE 17:33:33, -75, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
360,11/10/2566 BE 17:33:20, -74, -82, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
361,11/10/2566 BE 17:33:08, -74, -82, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,A8-9D-21-71-D4-E2,
362,11/10/2566 BE 17:42:13, -85, -92, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
363,11/10/2566 BE 17:42:01, -85, -92, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
364,11/10/2566 BE 17:41:48, -85, -92, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
365,11/10/2566 BE 17:41:32, -83, -94, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
366,11/10/2566 BE 17:41:20, -86, -94, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
367,11/10/2566 BE 17:41:07, -86, -94, 36, WPA2-Enterprise, a/n,Global_Students ,DC-A5-F4-9C-62-DD,
368,11/10/2566 BE 17:33:20, -81, -82, 6, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C4-F4,
369,11/10/2566 BE 17:33:08, -81, -82, 6, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C4-F4,
370,11/10/2566 BE 17:37:50, -91, -94, 100, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-C0-7F,
371,11/10/2566 BE 17:37:37, -91, -94, 100, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-C0-7F,
372,11/10/2566 BE 17:33:20, -92, -93, 100, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-C0-7F,
373,11/10/2566 BE 17:33:08, -92, -93, 100, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-C0-7F,
374,11/10/2566 BE 17:32:55, -92, -93, 100, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-C0-7F,
375,11/10/2566 BE 17:16:21, -92, -95, 56, WPA2-Personal, a/n,[Hidden SSID] ,54-78-1A-BF-6F-5A,
376,11/10/2566 BE 17:16:09, -92, -95, 56, WPA2-Personal, a/n,[Hidden SSID] ,54-78-1A-BF-6F-5A,
377,11/10/2566 BE 17:15:56, -92, -95, 56, WPA2-Personal, a/n,[Hidden SSID] ,54-78-1A-BF-6F-5A,
378,11/10/2566 BE 17:15:43, -92, -95, 56, WPA2-Personal, a/n,[Hidden SSID] ,54-78-1A-BF-6F-5A,
379,11/10/2566 BE 17:15:31, -92, -95, 56, WPA2-Personal, a/n,[Hidden SSID] ,54-78-1A-BF-6F-5A,
380,11/10/2566 BE 17:39:24, -73, -81, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
381,11/10/2566 BE 17:39:11, -73, -81, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
382,11/10/2566 BE 17:38:58, -68, -82, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
383,11/10/2566 BE 17:38:29, -67, -79, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
384,11/10/2566 BE 17:38:16, -71, -78, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
385,11/10/2566 BE 17:33:08, -77, -78, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
386,11/10/2566 BE 17:32:40, -69, -78, 1, WPA2-Personal, g/n,[Hidden SSID] ,1C-D1-E0-56-CC-E4,
387,11/10/2566 BE 17:31:29, -90, -92, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
388,11/10/2566 BE 17:31:16, -90, -92, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
389,11/10/2566 BE 17:22:00, -88, -95, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
390,11/10/2566 BE 17:20:09, -85, -95, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
391,11/10/2566 BE 17:19:57, -85, -95, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
392,11/10/2566 BE 17:19:44, -85, -95, 44, WPA2-Enterprise, ac,uniwide ,7C-0E-CE-DE-50-DE,
393,11/10/2566 BE 17:37:50, -81, -83, 1, WPA2-Enterprise, g/n,[Hidden SSID] ,0C-68-03-AF-5B-52,
394,11/10/2566 BE 17:37:37, -81, -83, 1, WPA2-Enterprise, g/n,[Hidden SSID] ,0C-68-03-AF-5B-52,
395,11/10/2566 BE 17:42:39, -82, -96, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
396,11/10/2566 BE 17:42:26, -74, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
397,11/10/2566 BE 17:42:13, -76, -95, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
398,11/10/2566 BE 17:42:01, -83, -95, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
399,11/10/2566 BE 17:41:48, -70, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
400,11/10/2566 BE 17:41:32, -72, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
401,11/10/2566 BE 17:41:20, -70, -90, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
402,11/10/2566 BE 17:41:07, -76, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
403,11/10/2566 BE 17:40:54, -85, -91, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
404,11/10/2566 BE 17:40:41, -86, -90, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
405,11/10/2566 BE 17:40:28, -86, -90, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
406,11/10/2566 BE 17:40:16, -83, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
407,11/10/2566 BE 17:40:03, -92, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
408,11/10/2566 BE 17:39:51, -92, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
409,11/10/2566 BE 17:31:04, -93, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
410,11/10/2566 BE 17:30:51, -93, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
411,11/10/2566 BE 17:30:38, -93, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
412,11/10/2566 BE 17:30:24, -94, -95, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
413,11/10/2566 BE 17:29:19, -92, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
414,11/10/2566 BE 17:29:06, -92, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
415,11/10/2566 BE 17:28:56, -92, -93, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
416,11/10/2566 BE 17:26:36, -87, -92, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
417,11/10/2566 BE 17:26:23, -87, -92, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
418,11/10/2566 BE 17:26:11, -87, -92, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
419,11/10/2566 BE 17:25:58, -81, -94, 56, Open, ac,UNSW Guest ,1C-E6-C7-5B-68-04,
420,11/10/2566 BE 17:36:21, -79, -84, 1, WPA2-Enterprise, g/n,uniwide ,00-EA-BD-DB-CF-11,
421,11/10/2566 BE 17:36:08, -79, -84, 1, WPA2-Enterprise, g/n,uniwide ,00-EA-BD-DB-CF-11,
422,11/10/2566 BE 17:35:54, -79, -84, 1, WPA2-Enterprise, g/n,uniwide ,00-EA-BD-DB-CF-11,
423,11/10/2566 BE 17:39:51, -87, -94, 64, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-E0-1A-23,
424,11/10/2566 BE 17:39:38, -87, -94, 64, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-E0-1A-23,
