1697004894,d0:72:dc:53:5d:4e,129.94.8.24,3.755
1697004905,d0:72:dc:53:5d:4e,129.94.8.24,3.518
1697004916,d0:72:dc:53:5d:4e,129.94.8.24,158.110
1697004929,d0:72:dc:53:5d:4e,129.94.8.24,4000
1697004954,1c:e6:c7:f0:25:41,129.94.8.24,9.876
1697004967,1c:e6:c7:f0:25:41,129.94.8.24,48.094
1697004967,1c:e6:c7:f0:25:41,129.94.8.24,4000
1697005050,1c:e6:c7:f0:25:41,129.94.8.24,4.073
1697005061,d0:72:dc:53:5d:4e,129.94.8.24,2.933
1697005072,d0:72:dc:53:5d:4e,129.94.8.24,4.526
1697005083,d0:72:dc:53:5d:4e,129.94.8.24,4.744
1697005095,d0:72:dc:53:5d:4e,129.94.8.24,4.736
1697005111,d0:72:dc:53:5d:41,129.94.8.24,65.336
1697005111,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005111,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005146,d0:72:dc:53:5d:41,129.94.8.24,14.028
1697005158,d0:72:dc:53:5d:41,129.94.8.24,108.606
1697005170,d0:72:dc:53:5d:41,129.94.8.24,12.836
1697005181,d0:72:dc:53:5d:41,129.94.8.24,2469.290
1697005181,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005181,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005181,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005181,d0:72:dc:53:5d:41,129.94.8.24,4000
1697005263,d0:72:dc:53:5d:41,129.94.8.24,4.197
1697005275,a8:9d:21:5c:c2:fe,129.94.8.24,5.210
1697005275,7c:e:ce:dc:5d:1,129.94.8.24,4000
1697005275,7c:e:ce:dc:5d:1,129.94.8.24,4000
1697005314,f0:9e:63:14:76:a1,129.94.8.24,8.609
1697005314,f0:9e:63:14:76:a1,129.94.8.24,4000
1697005337,a8:9d:21:5f:51:ff,129.94.8.24,4.970
1697005348,a8:9d:21:5f:51:ff,129.94.8.24,3.558
1697005359,a8:9d:21:5f:51:ff,129.94.8.24,3.522
1697005370,a8:9d:21:5f:51:ff,129.94.8.24,5.084
1697005381,a8:9d:21:5f:51:ff,129.94.8.24,12.843
1697005392,a8:9d:21:5f:51:ff,129.94.8.24,4.442
1697005403,a8:9d:21:5f:51:ff,129.94.8.24,5.950
1697005414,a8:9d:21:5f:51:ff,129.94.8.24,126.026
1697005425,a8:9d:21:5f:51:ff,129.94.8.24,7.113
1697005437,a0:f:37:4c:7b:f,129.94.8.24,19.337
1697005448,a0:f:37:4c:9:ef,129.94.8.24,14.525
1697005459,a0:f:37:4c:9:ef,129.94.8.24,15.928
1697005470,a0:f:37:4c:9:ef,129.94.8.24,13.879
1697005481,a0:f:37:4c:9:ef,129.94.8.24,141.172
1697005492,a0:f:37:4c:9:ef,129.94.8.24,18.109
1697005503,8:cc:68:b4:af:4f,129.94.8.24,3.918
1697005514,8:cc:68:b4:af:4f,129.94.8.24,9.535
1697005525,8:cc:68:b4:af:4f,129.94.8.24,3.529
1697005536,8:cc:68:b4:af:4f,129.94.8.24,4000
1697005559,8:cc:68:b4:af:4f,129.94.8.24,3.407
1697005570,8:cc:68:b4:af:4f,129.94.8.24,11.767
1697005581,8:cc:68:b4:af:4f,129.94.8.24,3.286
1697005592,8:cc:68:b4:af:4f,129.94.8.24,3.707
1697005603,a0:f:37:4c:e6:8f,129.94.8.24,9.881
1697005614,a0:f:37:4c:e6:8f,129.94.8.24,28.066
1697005626,a8:9d:21:5c:c2:fe,129.94.8.24,11.327
1697005637,a8:9d:21:5c:c2:fe,129.94.8.24,3.833
1697005648,a8:9d:21:5c:c2:fe,129.94.8.24,116.716
1697005659,a8:9d:21:5c:c2:fe,129.94.8.24,3.358
1697005670,a8:9d:21:5c:c2:fe,129.94.8.24,3.570
1697005681,a8:9d:21:5c:c2:fe,129.94.8.24,3.896
1697005692,a8:9d:21:5c:c2:fe,129.94.8.24,6.046
